"unitid","institution name","year","C2024_A.First or Second Major","C2024_A.CIP Code -  2020 Classification","CipTitle","C2024_A.Award Level code","C2024_A.Grand total","IDX_C"
"164562","Assumption University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"164562","Assumption University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"164562","Assumption University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"164562","Assumption University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"164739","Bentley University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"164739","Bentley University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"164924","Boston College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","18","-2"
"164924","Boston College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","10","-2"
"164924","Boston College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","0","-2"
"164924","Boston College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"164924","Boston College","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","5","-2"
"164924","Boston College","2024","First major","'16.0905'","Spanish Language and Literature","Doctor's degree - research/scholarship","0","-2"
"164924","Boston College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","18","-2"
"164924","Boston College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"164988","Boston University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","32","-2"
"164988","Boston University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","13","-2"
"164988","Boston University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","6","-2"
"164988","Boston University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"164988","Boston University","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","3","-2"
"164988","Boston University","2024","First major","'16.0905'","Spanish Language and Literature","Doctor's degree - research/scholarship","2","-2"
"164988","Boston University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","6","-2"
"164988","Boston University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"165015","Brandeis University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"165015","Brandeis University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","5","-2"
"165015","Brandeis University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"165015","Brandeis University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"165024","Bridgewater State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"165024","Bridgewater State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"165024","Bridgewater State University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"165024","Bridgewater State University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"165334","Clark University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"165334","Clark University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"165334","Clark University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","12","-2"
"165334","Clark University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"165671","Emmanuel College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"165671","Emmanuel College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"165671","Emmanuel College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"165671","Emmanuel College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"165866","Framingham State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","10","-2"
"165866","Framingham State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"165936","Gordon College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"165936","Gordon College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"165936","Gordon College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"166018","Hampshire College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"166027","Harvard University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","35","-2"
"166027","Harvard University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","22","-2"
"166027","Harvard University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","41","-2"
"166027","Harvard University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"166027","Harvard University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","21","-2"
"166054","Hellenic College-Holy Cross Greek Orthodox School of Theology","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"166124","College of the Holy Cross","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","26","-2"
"166124","College of the Holy Cross","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","8","-2"
"166124","College of the Holy Cross","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","19","-2"
"166124","College of the Holy Cross","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","10","-2"
"166452","Lesley University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"166452","Lesley University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"166513","University of Massachusetts-Lowell","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"166513","University of Massachusetts-Lowell","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"166629","University of Massachusetts-Amherst","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","118","-2"
"166629","University of Massachusetts-Amherst","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","20","-2"
"166629","University of Massachusetts-Amherst","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","12","-2"
"166629","University of Massachusetts-Amherst","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","25","-2"
"166629","University of Massachusetts-Amherst","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","52","-2"
"166629","University of Massachusetts-Amherst","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","19","-2"
"166638","University of Massachusetts-Boston","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","6","-2"
"166638","University of Massachusetts-Boston","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","43","-2"
"166638","University of Massachusetts-Boston","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","5","-2"
"166638","University of Massachusetts-Boston","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"166638","University of Massachusetts-Boston","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"166638","University of Massachusetts-Boston","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
